,P115-0-5-7-D-AMFungi,GW-P115-7-F-AMFungi,P115-5-15-22-D-AMFungi,P115-22-F-AMFungi,P122-0-5-10-D-AMFungi,P122-10-F-AMFungi,P122-25-D-ITS2-AMFungi,P122-25-F-ITS2-AMFungi,P133-0-5-15-D-AMFungi,P133-15-F-AMFungi,P133-5-15-30-D-AMFungi,P133-30-F-AMFungi,P117-5-15-51-D-ITS2,DW-17-5-15-51-F-ITS2,P138-5-15-60-D-ITS2,DW-38-5-15-60-F-ITS2,P138-0-5-45-D-ITS2,LDW-38-0-5--45-F-ITS2,P141-0-5-95-D-ITS2,LDW-41-0-5-95-F-AMFungi,AM2-UF-0-5-D-AMFungi,AM2-UF-0-5-F-AMFungi,AM2-UF-5-15-D-AMFungi,AM2-UF-5-15-F-AMFungi,AM3-UF-0-5-D-AMFungi,AM3-UF-0-5-F-AMFungi,AM3-UF-5-15-D-AMFungi,AM3-UF-5-15-F-AMFungi,ECM2-UF-5-15-D-AMFungi,ECM2-5-15-F-AMFungi,ECM2-UF-0-5-D-AMFungi,ECM2-UF-0-5-F-AMFungi,MV6-Ref-0-5-D-AMFungi,MV6-Ref-0-5-F-AMFungi,MV6-Ref-5-15-D-AMFungi,MV6-Ref-5-15-F-AMFungi,MV9-Ref-0-5-D-AMFungi,MV9-Ref-0-5-F-AMFungi,MV9-Ref-5-15-D-AMFungi,MV9-Ref-5-15-F-AMFungi,123-0-5-67-D-AMFungi,23-0-5-67-F-AMFungi,P123-5-15-D-ITS2,23-5-15-82-F-AMFungi,P24-0-5-68-D-AMFungi,P24-0-5-68-F-AMFungi,P102-0-5-73-D-AMFungi,102-0-5-73-F-AMFungi,P102-5-15-D-AMFungi,P102-5-15-F-AMFungi,P102-0-5-D-AMFungi,P102-0-5-F-AMFungi,P18-0-5-D-AMFungi,P18-0-5-F-AMFungi,P18-5-15-D-AMFungi,P18-5-15-F-AMFungi,P19-5-15-D-AMFungi,P19-5-15-F-AMFungi,P4-0-5-D-AMFungi,P4-0-5-F-AMFungi,P4-5-15-D-AMFungi,P4-5-15-F-AMFungi,P55-0-5-D-AMFungi,P55-0-5-F-AMFungi,P55-5-15-D-AMFungi,P55-5-15-F-AMFungi,P6-0-5-D-AMFungi,P6-0-5-F-AMFungi,P6-5-15-D-AMFungi,P6-5-15-F-AMFungi
ASV783,0,0,0,0,0,0.016138329,0,0.003803778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046072508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007492391,0,0.019257221,0,0.028118812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020587428,0.012055278,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002948886,0,0,0,0,0,0,0,0,0,0,0.010989011,0.016702977,0,0.005653266,0,0,0,0,0,0,0,0,0,0
ASV810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032871287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003528374,0,0,0,0,0,0,0,0.014113421,0,0.023923445,0,0,0,0
ASV816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014089122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV828,0,0,0,0.025252525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003595506,0,0,0.013704497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021751574,0,0,0,0,0,0,0
ASV834,0,0,0,0,0,0,0,0,0.087947883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009438202,0.067567568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002847755,0,0,0,0,0,0,0,0,0,0,0
ASV840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019821606,0.021249604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014282369,0,0,0,0.017029703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031910112,0.031531532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014146177,0,0,0,0,0.009449602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001510574,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016528926,0.004848485,0.003477711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV897,0,0,0,0,0,0,0,0,0,0.034693878,0,0,0,0,0,0,0,0,0,0,0.007640449,0,0,0,0,0.002975084,0.018664047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011578947,0,0,0,0.00403678,0,0,0,0,0.002663116,0,0.009237875,0,0,0,0,0,0
ASV909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02259332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00955911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019807583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006587977,0,0,0.004720407,0,0,0,0,0,0,0,0,0.047916667,0,0,0
ASV914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00719697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055489965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018889525,0.015653066,0,0,0,0,0,0
ASV926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017977528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013600205,0,0,0,0,0,0
ASV927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015417772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036842105,0.013577332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV937,0,0,0,0.006734007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001697793,0.007640449,0,0,0,0.000620732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004210526,0,0.006313478,0,0.003139717,0,0,0,0,0,0.005151689,0.002309469,0,0,0,0,0,0
ASV941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032729805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005992011,0,0,0,0,0,0,0,0
ASV957,0,0,0,0,0,0,0,0,0,0,0,0.041195111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033469691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011052632,0,0.011803459,0.00764481,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029795158,0.003346969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001578947,0,0.001372495,0.007056748,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00540275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001982161,0,0,0,0.00850947,0,0,0.015250545,0,0,0,0,0,0,0,0,0,0,0,0
ASV988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006842105,0,0.009332967,0.011761247,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045720362,0,0,0,0
ASV1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009730967,0.01744932,0,0,0,0,0,0
ASV1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010786517,0,0.006062647,0.002997859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.003293988,0,0.000672797,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002357696,0.001284797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005263158,0.001180638,0,0.005292561,0.002466921,0.00399419,0,0,0,0,0,0,0,0,0,0,0,0.008250825
ASV1026,0,0,0,0,0,0,0,0,0,0,0,0,0.002193584,0,0,0,0,0.002710027,0,0,0,0,0,0,0,0,0,0,0.011090573,0.005524862,0.05,0.038461538,0.002475248,0.000755287,0.000936549,0.001949318,0.004126547,0.004178273,0,0.001531394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015801795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002466921,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1041,0,0,0,0,0,0,0,0,0,0.023469388,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00385439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000378788,0,0.007928642,0.000634317,0,0,0,0,0,0,0,0,0.000545058,0,0,0,0,0,0,0,0.012315271,0
ASV1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042427497,0,0,0,0,0
ASV1072,0,0,0,0,0,0,0,0,0,0,0.035127479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003805899,0,0,0,0,0,0,0,0,0,0,0.00171723,0,0,0,0,0,0,0
ASV1087,0,0,0,0,0,0,0,0,0,0,0,0,0.000274198,0,0,0.00186846,0,0.005420054,0,0,0,0,0,0,0.005586592,0.001115656,0.001473477,0.000497347,0,0,0,0,0,0,0.000234137,0,0.001375516,0,0,0,0,0.00165426,0,0,0,0.000655308,0,0,0.0000758,0.000316156,0,0,0.000526316,0,0,0,0.000224266,0,0.000985761,0.001256281,0.000181686,0.000399467,0,0,0,0,0.002083333,0.001392758,0,0.000825083
ASV1091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009438202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005263158,0,0.012077958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01347255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002940312,0,0,0,0,0,0,0,0,0.013426423,0,0,0,0,0
ASV1098,0,0,0,0,0,0,0,0,0.061074919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011264535,0,0,0,0,0,0,0,0.016009852,0
ASV1113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005393258,0,0,0,0,0.004834511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010764745,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00265252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068965517,0
ASV1124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03567889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016147118,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011795544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004135649,0,0.003706594,0,0,0,0,0,0,0,0,0.002105263,0,0.004117486,0.005292561,0.001794124,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1157,0,0,0,0,0,0,0,0,0,0.002040816,0,0.010864645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001950839,0,0,0,0,0,0,0.001982161,0.000951475,0,0,0,0,0,0,0,0,0,0.000798935,0,0.001026431,0.001074114,0.001063264,0,0,0,0
ASV1170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042209808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015445545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1180,0,0,0,0,0,0.002305476,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00565931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003316426,0,0,0,0,0,0,0,0.001268633,0,0,0,0,0,0,0.000657174,0.001256281,0.001090116,0.001065246,0,0,0,0,0,0,0,0.002887789
ASV1181,0,0.011695906,0,0.013468013,0,0.001729107,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006225241,0,0,0,0,0,0,0,0.000994695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00049554,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000537057,0.001063264,0.002083333,0,0,0
ASV1189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025168539,0,0,0.004282655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037351443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1205,0,0,0,0,0,0,0,0,0,0,0,0.023992757,0,0,0,0,0,0,0,0,0,0,0.004041765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024759285,0,0.018613861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005326232,0,0,0,0,0,0,0,0.010313531
ASV1222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002818302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004096762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002847755,0,0,0,0,0,0,0,0,0,0,0
ASV1239,0,0,0,0,0,0,0,0.00498426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004144562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009310987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001569859,0,0,0,0,0,0.022896394,0,0,0,0,0,0,0
ASV1255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030451866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006797082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006660324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1267,0,0,0,0,0,0,0.018873668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003285871,0,0,0,0,0,0.016648765,0,0,0,0,0
ASV1288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003633721,0.003195739,0,0,0,0,0,0,0,0
ASV1292,0,0,0,0,0,0,0,0.000524659,0,0,0,0.002716161,0,0,0,0.003736921,0,0.008130081,0,0,0,0,0,0,0,0,0.006876228,0.00066313,0.001848429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000454545,0,0.004955401,0.000634317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022896394,0,0.010741139,0,0,0,0,0
ASV1319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002455796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001560671,0,0,0,0,0,0,0,0,0.001052632,0,0.002195992,0.000588062,0.002691186,0,0.00109529,0.002512563,0.00090843,0,0,0,0,0,0,0,0,0
ASV1320,0,0,0,0,0,0,0,0,0,0,0,0.003168855,0,0,0,0,0,0,0,0,0.000449438,0,0.000673627,0,0,0,0,0,0.012939002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000438116,0,0,0,0.005724098,0.002822684,0.003759398,0.004784689,0,0,0,0
ASV1330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006352683,0,0,0,0,0,0,0,0,0,0,0
ASV1332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014310246,0.008468052,0,0,0,0,0,0
ASV1346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028245788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1349,0,0,0.052631579,0,0,0,0.004261796,0,0,0,0.001133144,0,0,0,0.010723861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
